Title,Price,Specs,URL
 Laptop ASUS TUF Gaming A15 FA507NUR-LP101W ,25590000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4050 6GB GDDR6, Dung lượng RAM: 16GB, Loại RAM: DDR5-4800 SO-DIMM, Số khe ram: 2x SO-DIMM slots (Nâng cấp tối đa 32GB), Ổ cứng: 512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250nits', 'Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%', 'Màn hình chống chói', 'G-Sync'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x USB 3.2 Gen 2 Type-C', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)', ' 2x USB 3.2 Gen 1 Type-A', ' 1x HDMI 2.1 FRL', '1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nur-lp101w.html
 Laptop ASUS TUF Gaming A15 FA506NFR-HN075W ,18990000.0,"Loại card đồ họa: NVIDIA GeForce RTX 2050 4GB GDDR6, Dung lượng RAM: 16GB, Loại RAM: DDR5-5600 SO-DIMM, Số khe ram: 2x SO-DIMM (2x 8GB, nâng cấp tối đa 32GB), Ổ cứng: 512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 1TB), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Tỷ lệ 16:9 ', ' Độ sáng 250 nits ', ' Độ tương phản 1000:1 ', ' Độ phủ màu 45% NTSC ', ' Độ phủ màu 62.5% sRGB ', ' Adobe 47.34% ', ' Màn hình chống chói ', ' Adaptive-Sync'], Pin: 48WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x USB 3.2 Gen 2 Type-C support DisplayPort ', ' 3x USB 3.2 Gen 1 Type-A ', ' 1x HDMI 2.1 TMDS ', ' 1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506nfr-hn075w.html
 Laptop ASUS ROG Strix G16 G614JVR-N4162W ,45990000.0,"Loại card đồ họa: ['NVIDIA GeForce RTX 4060 8GB GDDR6, ROG Boost: 2420MHz* at 140W', 'Intel UHD Graphics'], Dung lượng RAM: 32GB, Loại RAM: DDR5-5600 SO-DIMM, Số khe ram: 2x SO-DIMM, Ổ cứng: 1TB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB), Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Thời gian phản hồi 3ms', ' Độ sáng 500nits', 'Độ phủ màu DCI-P3 100%', 'Màn hình chống chói', 'G-Sync', 'ROG Nebula Display', 'ROG intelligent cooling', 'Dolby Vision HDR'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2560 x 1600 (WQXGA), Loại CPU: Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng), Cổng giao tiếp: ['1x RJ45 LAN ', '  1x Thunderbolt 4 (DisplayPort)', '  1x USB 3.2 Gen 2 Type-C ( DisplayPort / Sạc / G-SYNC)', '  2x USB 3.2 Gen 2 Type-A', ' 1x HDMI 2.1 FRL', ' 1x 3.5mm Combo Audio Jac']",https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jvr-n4162w.html
 Laptop ASUS TUF Gaming A15 FA506NFR-HN006W ,18990000.0,"Loại card đồ họa: NVIDIA Geforce RTX 2050, 104 TOPS, Dung lượng RAM: 16GB, Loại RAM: DDR5, Số khe ram: 2 khe (1x16GB + 1 khe rời, nâng cấp tối đa 32GB), Ổ cứng: 512GB SSD M2 PCIe (Nâng cấp tối đa 1TB), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250 nits', 'Độ phủ màu 45% NTSC', 'Độ tương phản 1000:01:00'], Pin: 48 Wh, 150 W, Hệ điều hành: Windows 11, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: AMD Ryzen 7 7435HS 3.1 - 4.5 GHz, Cổng giao tiếp: ['1x RJ45 Gigabit Ethernet', ' 1x USB 3.2 Gen 2 Type-C', ' 3x USB 3.2 Gen 1 Type-A']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506nfr-hn006w.html
 Laptop ASUS TUF Gaming F15 FX507VV-LP157W ,28790000.0,"Loại card đồ họa: ['NVIDIA GeForce RTX 4060 8GB GDDR6 ', ' Intel UHD Graphics 770'], Dung lượng RAM: 16GB, Loại RAM: DDR5 4800MHz, Số khe ram: 2 x 8GB (Hỗ trợ tối đa 32 GB ), Ổ cứng: 512GB SSD M.2 NVMe/ 2 x M.2 NVMe, Kích thước màn hình: 15.6 inches, Pin: 4 cell 90 Wh , Pin liền, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i7-13620H ( 2.4 GHz - 4.9 GHz, 24MB, 10 nhân / 16 luồng ), Cổng giao tiếp: ['1x HDMI', ' 1x USB Type C / DisplayPort / Power Delivery', ' 2x USB 3.2 ', ' 1x Thunderbolt 4 ', ' Audio combo', ' LAN 1 Gb/s']",https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp157w.html
 Laptop ASUS  Vivobook 14 OLED A1405VA-KM257W ,17190000.0,"Loại card đồ họa: Intel Iris Xe Graphics, Dung lượng RAM: 16GB, Loại RAM: DDR4, Số khe ram: 8GB DDR4 Onboard + 8GB DDR4 SO-DIMM, Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Thời gian phản hồi 0.2ms', ' Độ sáng tối đa 600 nits HDR', ' Độ phủ màu 100% DCI-P3', ' Gamut mapping', ' Display HDR True Black 600', ' 1.07 tỷ màu', ' Giảm 70% ánh sáng xanh', ' Màn hình chăm sóc mắt của SGS'], Pin: 50WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng), Cổng giao tiếp: ['1x USB 2.0 Type-A', ' 1x USB 3.2 Gen 1 Type-C hỗ trợ sạc', ' 2x USB 3.2 Gen 1 Type-A', ' 1x HDMI 1.4', ' 1x 3.5mm Combo Audio Jack', ' 1x DC-in']",https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405va-km257w.html
 Laptop ASUS TUF Gaming F15 FX507VV-LP304W ,29990000.0,"Loại card đồ họa: ['NVIDIA GeForce RTX 4060 8GB GDDR6 ', 'Intel Iris Xe Graphics'], Dung lượng RAM: 16GB, Loại RAM: DDR5-4800 SO-DIMM, Số khe ram: 2x SO-DIMM (2x 8GB, nâng cấp tối đa 32GB), Ổ cứng: 1TB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250 nits', 'Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%', 'Màn hình chống chói', 'G-Sync'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x Thunderbolt 4 (DisplayPort)', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)', ' 2x USB 3.2 Gen 1 Type-A', ' 1x HDMI 2.1 FRL', ' 1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp304w.html
 Laptop ASUS Gaming ROG Strix SCAR 16 G634JZR-NM009W ,105990000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4080 12GB GDDR6, Dung lượng RAM: 64GB, Loại RAM: DDR5-5600 SO-DIMM, Số khe ram: 2 khe SO-DIMM, Ổ cứng: 2TB PCIe® 4.0 NVMe™ M.2 Performance SSD, Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Mini LED 2.5K 16:10', 'Thời gian phản hồi 3 ms ', ' Độ sáng 1100 nits', ' Độ phủ màu DCI-P3 100%', ' Màn hình chống chói', ' G-Sync', ' ROG Nebula HDR Display'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2560 x 1600 (WQXGA), Loại CPU: Intel Raptor Lake i9-14900HX, Cổng giao tiếp: ['1x 2.5G LAN ', ' 1x Thunderbolt 4 (DisplayPort / G-SYNC)', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)', ' 2x USB 3.2 Gen 2 Type-A', ' 1x HDMI 2.1 FRL', ' 1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-16-g634jzr-nm009w.html
 Laptop ASUS ROG Strix G16 G614JI-N4125W ,43990000.0,"Loại card đồ họa: ['NVIDIA GeForce RTX 4070 8GB GDDR6', 'Intel UHD Graphics'], Dung lượng RAM: 16GB, Loại RAM: DDR5-4800 SO-DIMM, Số khe ram: 2 khe SO-DIMM (Nâng cấp tối đa 32GB), Ổ cứng: 512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB), Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Thời gian phản hồi 3ms', ' Độ sáng 500nits', ' Độ phủ màu DCI-P3 100%', ' Màn hình chống chói', ' G-Sync', ' ROG Nebula Display', ' Dolby Vision HDR', ' ROG intelligent cooling'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2560 x 1600 (WQXGA), Loại CPU: Intel Core i7-13650HX 2.6 GHz 24M Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x Thunderbolt 4 (DisplayPort)', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)', ' 2x USB 3.2 Gen 2 Type-A', ' 1x HDMI 2.1 FRL', ' 1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ji-n4125w.html
 Laptop ASUS ExpertBook B1 B1402CVA-NK0104W ,10690000.0,"Loại card đồ họa: Intel UHD Graphics, Dung lượng RAM: 8GB, Loại RAM: DDR4 Onboard, Ổ cứng: 256GB M.2 2280 NVMe PCIe 4.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['LED Backlit', ' Độ sáng 250nits', ' Độ phủ màu NTSC: 45%', ' Góc nhìn (H/V) 90/65', ' Thời gian phản hồi (Typ/Max) (ms) 10/20', ' Độ tương phản 500:1', ' Màn hình 16:9', 'Màn hình chống chói'], Pin: 42WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Cổng giao tiếp: ['1x USB 2.0 Type-A', ' 1x USB 3.2 Gen 1 Type-A', ' 1x USB 3.2 Gen 1 Type-C ', ' 1x USB 3.2 Gen 2 Type-C ', ' 1x HDMI', ' 1x Jack cắm âm thanh', ' 1x RJ45 Gigabit Ethernet']",https://cellphones.com.vn/laptop-asus-expertbook-b1-b1402cva-nk0104w.html
 Laptop ASUS ExpertBook B1 B1502CVA-NJ0149W ,10990000.0,"Loại card đồ họa: Intel UHD Graphics, Dung lượng RAM: 8GB, Loại RAM: DDR4 Onboard, Ổ cứng: 512GB M.2 2280 NVMe PCIe 4.0 SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250 nits ', ' Độ phủ màu NTSC: 45%', ' Màn hình chống chói', 'Tỷ lệ tương phản 500:1', 'Góc nhìn: 90/65', ' Thời gian phản hồi:  20/10 ms', ' 16:9'], Pin: 42WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi), Cổng giao tiếp: ['1x USB 2.0 Loại A', ' 1x USB 3.2 Gen 1 Loại A', ' 1x USB 3.2 Gen 1 Type-C', ' 1x USB 3.2 Gen 2 Type-C h', ' 1x HDMI 1.4', ' 1x Giắc âm thanh', ' 1x RJ45 Gigabit Ethernet']",https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0149w.html
 Laptop ASUS VivoBook M513UA-L1240T ,19690000.0,"Loại card đồ họa: AMD Radeon Graphics, Dung lượng RAM: 8GB, Loại RAM: 8GB DDR4 (4GB + 4GB Onboard), Ổ cứng: 512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe 2.5"" SATA), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: 15.6"", 1920 x 1080 Pixel, OLED, 60 Hz, 400 nits, Pin: 3 Cells 42WHrs, Hệ điều hành: Windows 10 Home SL , Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Cổng giao tiếp: ['1x Type-A USB 3.2 (Gen 1)', '  1x Type-C USB 3.2 (Gen 1)', '  2x Type-A USB 2.0', '  1x HDMI 1.4']",https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1240t.html
 Laptop ASUS VivoBook M513UA-L1221T ,18090000.0,"Loại card đồ họa: AMD Radeon Graphics, Dung lượng RAM: 8GB, Loại RAM: 8GB DDR4 (4GB + 4GB Onboard), Ổ cứng: 512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe 2.5"" SATA), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: 15.6"", 1920 x 1080 Pixel, OLED, 60 Hz, 400 nits, OLED, Pin: 3 Cells 42WHrs, Hệ điều hành: Windows 10 Home SL , Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Cổng giao tiếp: ['1x Type-A USB 3.2 (Gen 1)', '  1x Type-C USB 3.2 (Gen 1)', '  2x Type-A USB 2.0', '  1x HDMI 1.4']",https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1221t.html
 Laptop Asus Tuf Gaming FA707RC HX130W ,24790000.0,"Loại card đồ họa: NVIDIA GeForce RTX 3050 4GB GDDR6, Dung lượng RAM: 8GB, Loại RAM: DDR5 4800MHz, Số khe ram: 2 Khe, Ổ cứng: 512GB SSD, Kích thước màn hình: 17.3 inches, Công nghệ màn hình: anti-glare 144Hz, Pin: 4 Cell 56WHr, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: AMD Ryzen 7 6800H 3.2GHz up to 4.7GHz 16MB, Cổng giao tiếp: ['1x USB 3.2 Gen 1 Type-C ', ' 1x USB 3.2 Gen 1 Type-C ', ' 2x USB 3.2 Gen 1 Type-A ', ' 1x RJ45 LAN port ', ' 1x 3.5mm Combo Audio Jack ', ' 1x HDMI 2.0b']",https://cellphones.com.vn/laptop-asus-tuf-gaming-fa707rc-hx130w.html
 Laptop Asus Zenbook 14 UX3402ZA-KM221W ,25450000.0,"Loại card đồ họa: Intel® Iris Xe Graphics, Dung lượng RAM: 16GB, Loại RAM: 16GB LPDDR5 on board, Ổ cứng: 512GB M.2 NVMe™ PCIe® 3.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Màn hình OLED 2.8K, tỷ lệ 16:10', 'Thời gian phản hồi 0.2 ms ', 'Độ sáng tối đa 600nits, 100% DCI-P3 ', 'Tỷ lệ tương phản 1.000.000:1', 'HDR True Black 500, 1 tỷ màu', 'Glossy display', 'Hạn chế ánh sáng xanh', 'Chăm sóc mắt SGS'], Pin: 75WHrs, 2S2P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home - ASUS đề xuất Windows 11 Pro cho doanh nghiệp, Độ phân giải màn hình: 2880 x 1800 pixels, Cổng giao tiếp: ['1x USB 3.2 Gen 2 Type-A', '2x Thunderbolt™ 4 hỗ trợ display / sạc', '1x HDMI 2.0b', '1x 3.5mm Combo Audio Jack', 'Đầu đọc thẻ Micro SD']",https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km221w.html
 Laptop ASUS Vivobook Pro M6500QC-MA002W ,21390000.0,"Loại card đồ họa: NVIDIA® GeForce® RTX™ 3050 Laptop GPU, Dung lượng RAM: 16GB, Loại RAM: DDR4, Ổ cứng: 512GB SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: OLED 16:9 aspect ratio, Pin: 70WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11, Độ phân giải màn hình: 2880 x 1800 pixels, Cổng giao tiếp: ['1x USB 3.2 Gen 1 Type-A', '1x USB 3 2 Gen 2 Type-C support display / power delivery', '2x USB 2.0 Type-A', '1x HDMI 1.4', '1x 3.5mm Combo Audio Jack', '1x DC-in Micro SD card reader']",https://cellphones.com.vn/laptop-asus-vivobook-pro-m6500qc-ma002w.html
