Title,Price,Specs,URL
 Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W ,10490000.0,"Loại card đồ họa: Intel UHD Graphics, Dung lượng RAM: 8GB, Loại RAM: DDR4 Onboard, Ổ cứng: 256GB M.2 2280 NVMe PCIe 4.0 SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250 nits ', ' Độ phủ màu NTSC: 45%', ' Màn hình chống chói', 'Tỷ lệ tương phản 500:1', 'Góc nhìn: 90/65', ' Thời gian phản hồi:  20/10 ms', ' 16:9'], Pin: 42WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi), Cổng giao tiếp: ['1x USB 2.0 Loại A', ' 1x USB 3.2 Gen 1 Loại A', ' 1x USB 3.2 Gen 1 Type-C', ' 1x USB 3.2 Gen 2 Type-C h', ' 1x HDMI 1.4', ' 1x Giắc âm thanh', ' 1x RJ45 Gigabit Ethernet']",https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0101w.html
 Laptop ASUS Zenbook DUO UX8406MA-PZ142W  ,58990000.0,"Loại card đồ họa: Intel Arc Graphics, Dung lượng RAM: 32GB, Loại RAM: LPDDR5X Onboard, Ổ cứng: 1TB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Thời gian phản hồi 0.2ms', ' Độ sáng tối đa HDR 500nits ', ' Gam màu 100% DCI-P3', 'Display HDR True Black 500', '1.07 tỷ màu', 'Giảm ánh sáng xanh 70%'], Pin: 75WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: Intel Core Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 22 luồng), Cổng giao tiếp: ['1x USB 3.2 Gen 1 Type-A ', '  2x Thunderbolt 4 (Hiển thị / Sạc) ', '  1x HDMI 2.1 TMDS ', '  1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz142w.html
 Laptop ASUS TUF Gaming A16 Advantage Edition FA617NSR-RL100W ,25990000.0,"Loại card đồ họa: AMD Radeon RX 7600S 8GB GDDR6, up to 95W(SmartShift), Dung lượng RAM: 16GB, Loại RAM: DDR5-4800 SO-DIMM, Số khe ram: 2x SO-DIMM (Nâng cấp tối đa 32GB), Ổ cứng: 512GB PCIe 4.0 NVMe M.2 SSD, Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Thời gian phản hồi 7ms', 'Độ sáng 300nits', 'Độ phủ màu NTSC 45%', 'Màn hình chống chói', 'FreeSync Premium'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA), Loại CPU: AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x USB 3.2 Gen 2 Type-C', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc)', ' 2x USB 3.2 Gen 1 Type-A', ' 1x HDMI 2.1 FRL', '1x 3.5mm Combo Audio Jack Built-in array microphone']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a16-advantage-edition-fa617nsr-rl100w.html
 Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W ,32990000.0,"Loại card đồ họa: Intel Iris Xe Graphics, Dung lượng RAM: 16GB, Loại RAM: LPDDR5 Onboard, Ổ cứng: 512GB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 13.3 inches, Công nghệ màn hình: ['Thời gian phản hồi 0.2ms', 'Độ sáng tối đa 550nits HDR', 'Độ phủ màu 100% DCI-P3', 'HDR True Black 500', '1.07 tỷ màu', 'TÜV Rheinland-certified', 'SGS Eye Care Display'], Pin: 63WHrs, 2S2P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: Intel Core i7-1355U (12MB Cache, 1.7 GHz up to 5.0 GHz, 10 lõi / 12 luồng), Cổng giao tiếp: ['1x USB 3.2 Gen 2 Type-A', '2x Thunderbolt 4 (Display / Sạc)', '1x\xa0HDMI\xa02.1 TMDS', '1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-zenbook-s-13-oled-ux5304va-nq125w.html
 Laptop ASUS Vivobook 15 OLED S5507QA-MA090WS ,32990000.0,"Loại card đồ họa: Qualcomm Adreno GPU, NPU: Qualcomm Hexagon NPU up to 45TOPS, Dung lượng RAM: 32GB, Loại RAM: LPDDR5X Onboard, Ổ cứng: 1TB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Thời gian phản hồi 0.2ms ', 'Độ sáng 600nits HDR ', 'Độ phủ màu 100% DCI-P3', '1.07 tỷ màu', 'HDR True Black 600', 'TÜV Rheinland-certified', 'Màn hình chăm sóc mắt SGS'], Pin: 70WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home + Microsoft Office Home & Student 2021 + Microsoft 365 Basic, Độ phân giải màn hình: 2880 x 1620 pixels, Loại CPU: Snapdragon X Elite X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng), Cổng giao tiếp: ['2x USB 3.2 Gen 1 Type-A', ' 2x USB 4.0 Gen 3 Type-C (display / Sạc)', ' 1x HDMI 2.1 TMDS', ' 1x 3.5mm Combo Audio Jack', ' Đầu đọc thẻ Micro SD']",https://cellphones.com.vn/laptop-asus-vivobook-15-oled-s5507qa-ma090ws.html
 Laptop ASUS ExpertBook B1402CVA-NK0157W ,16990000.0,"Loại card đồ họa: Intel UHD Graphics, Dung lượng RAM: 8GB, Loại RAM: DDR4 Onboard + 1 khe DDR4 (nâng cấp tối đa 40GB), Ổ cứng: 512GB M.2 2280 NVMe PCIe 4.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['LED Backlit', ' Độ sáng 250nits', ' Độ phủ màu NTSC: 45%', ' Góc nhìn (H/V) 90/65', ' Thời gian phản hồi (Typ/Max) (ms) 10/20', ' Độ tương phản 500:1', ' Màn hình 16:9', 'Màn hình chống chói'], Pin: 42WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi), Cổng giao tiếp: ['1x USB 2.0 Type-A', ' 1x USB 3.2 Gen 1 Type-A', ' 1x USB 3.2 Gen 1 Type-C ', ' 1x USB 3.2 Gen 2 Type-C ', ' 1x HDMI', ' 1x Jack cắm âm thanh', ' 1x RJ45 Gigabit Ethernet']",https://cellphones.com.vn/laptop-asus-expertbook-b1402cva-nk0157w.html
 Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS ,26890000.0,"Loại card đồ họa: Intel Arc Graphics, NPU: Intel AI Boost NPU, Dung lượng RAM: 16GB, Loại RAM: LPDDR5X Onboard, Ổ cứng: 512GB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Độ sáng 400nits', ' Độ sáng tối đa 600nits HDR', ' Độ phủ màu 100% DCI-P3', ' VESA CERTIFIED Display HDR True Black 600', ' 1.07 tỷ màu', ' Ánh sáng xanh ít gây hại hơn 70%'], Pin: 75WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads), Cổng giao tiếp: ['2x USB 3.2 Gen 1 Type-A', ' 2x Thunderbolt 4 (display / power delivery)', ' 1x HDMI 2.1 TMDS', ' 1x 3.5mm Combo Audio Jack', ' Đầu đọc thẻ Micro SD']",https://cellphones.com.vn/laptop-asus-vivoboook-s-14-oled-s5406ma-pp198ws.html
 Laptop ASUS TUF Gaming A14 FA401WV-RG062WS ,42990000.0,"Loại card đồ họa: ['NVIDIA GeForce RTX 4060 8GB GDDR6 ', 'AMD Radeon Graphics'], NPU: XDNA up to 50TOPs, Dung lượng RAM: 16GB, Loại RAM: LPDDR5X 7500 Onboard ̣(2x 8GB), Ổ cứng: 1TB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB), Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Độ sáng 400nits', 'Độ phủ màu SRGB 100.00%', 'Màn hình chống chói', 'G-Sync'], Pin: 73WHrs, 4S1P, 4-cell Li-ion (Sạc lại từ 0-50% trong 30 phút), Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2560 x 1600 pixels (2K), Loại CPU: ['AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads) ', ' AMD Ryzen AI up to 81 TOPs'], Cổng giao tiếp: ['1x Type-C USB 4 (DisplayPort / power delivery)', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort)', ' 2x USB 3.2 Gen 2 Type-A', ' 1x Đầu đọc thẻ (microSD) (UHS-II)', ' 1x HDMI 2.1 FRL', '1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg062ws.html
 Laptop ASUS ROG Strix G16 G614JIR-N4046W ,51990000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4070 8GB GDDR6, Dung lượng RAM: 32GB, Loại RAM: DDR5-5600 SO-DIMM, Số khe ram: 2 khe (tối đa 32GB), Ổ cứng: 1TB PCIe 4.0 NVMe M.2 SSD (nâng cấp tối đa 2TB), Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Thời gian phản hồi 3ms', ' Độ sáng 500nits', ' Độ tương phản 1200:1', ' Độ phủ màu DCI-P3 100%', ' Chống chói màn hình chống chói', ' G-Sync', ' ROG Nebula Display', ' ROG intelligent cooling', ' Dolby Vision HDR'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2560x1600 pixel (QHD+), Loại CPU: Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x Thunderbolt 4 (DisplayPort)', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)', ' 2x USB 3.2 Gen 2 Type-A', ' 1x HDMI 2.1 FRL', ' 1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jir-n4046w.html
 Laptop ASUS Zenbook DUO UX8406MA-PZ307W  ,45990000.0,"Loại card đồ họa: Intel Arc Graphics, Dung lượng RAM: 16GB, Loại RAM: LPDDR5X Onboard, Ổ cứng: 512GB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Thời gian phản hồi 0.2ms ', ' Độ sáng tối đa 500nits HDR ', ' Độ phủ màu 100% DCI-P3', 'Display HDR True Black 500 ', '1.07 tỷ màu', 'Giảm ánh sáng xanh 70%'], Pin: 75WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: Intel Core Ultra 7 155H (1.4 GHz, 24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng), Cổng giao tiếp: ['1x USB 3.2 Gen 1 Type-A ', ' 2x Thunderbolt 4 (hiển thị / Sạc) ', ' 1x HDMI 2.1 TMDS ', ' 1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz307w.html
 Laptop ASUS Vivobook S 15 S5507QA-MA089WS Copilot+ X Elite ,32990000.0,"Loại card đồ họa: Qualcomm Adreno GPU, NPU: Qualcomm Hexagon NPU 45TOPs, Dung lượng RAM: 32GB, Loại RAM: LPDDR5X Onboard, Ổ cứng: 1TB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ phân giải 3K', 'Tỉ lệ 16:9 ', ' Thời gian phản hồi 0.2ms', ' Độ sáng 600nits HDR', ' Độ phủ màu 100% DCI-P3', ' Công nghệ Low Blue Light phát ra ít hơn 70% ánh sáng xanh gây hại', ' Công nghệ bảo vệ mắt SGS Eye Care Display '], Pin: 70WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Loại CPU: ['Snapdragon X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng)', ' Qualcomm AI Engine lên đến tổng cộng 75 TOP'], Cổng giao tiếp: ['2x USB 3.2 Thế hệ 1 Loại A', ' 2x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị / Sạc', ' 1x HDMI 2.1 TMDS', ' 1x 3.5mm Giắc cắm âm thanh kết hợp', ' Đầu đọc thẻ Micro SD']",https://cellphones.com.vn/laptop-asus-vivobook-s-15-s5507qa-ma089ws-copilot-x-elite.html
 Laptop Lenovo Yoga Pro 7 14ASP9 83HN0022VN ,40990000.0,"Loại card đồ họa: AMD Radeon 880M Graphics , Chip AI: AMD Ryzen AI, up to 50 TOPS, Dung lượng RAM: 32GB, Loại RAM: LPDDR5x-7500 Onboard (Không hỗ trợ nâng cấp), Ổ cứng: 1TB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD), Kích thước màn hình: 14.5 inches, Công nghệ màn hình: ['Độ sáng 400nits Glossy', ' Độ phủ màu 100% P3, 100% sRGB', ' Eyesafe', ' Dolby Vision', ' DisplayHDR True Black 500', ' AGC Dragontrail Glass'], Pin: 73Wh, Hệ điều hành: ['Windows 11 Home Single Language, English', 'Office Home & Student 2021'], Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: AMD Ryzen AI 9 365 (10 lõi / 20 luồng, 2.0 / 5.0GHz, 10MB L2 / 24MB L3), Cổng giao tiếp: ['1x USB-A (5Gbps / USB 3.2 Gen 1), Always On', ' 1x USB-C (10Gbps / USB 3.2 Gen 2), với USB PD 3.0 và DP 1.4', ' 1x USB-C (USB4 40Gbps), với USB PD 3.0 và DP 1.4', ' 1x HDMI 2.1, up to 4K/60Hz', ' 1x Headphone / microphone combo jack (3.5mm)']",https://cellphones.com.vn/laptop-lenovo-yoga-pro-7-14asp9-83hn0022vn.html
 Laptop ASUS TUF Gaming A15 FA506NCR-HN047W ,20990000.0,"Loại card đồ họa: ['NVIDIA GeForce RTX 3050 4GB GDDR6', 'AMD Radeon Graphics'], Dung lượng RAM: 16GB, Loại RAM: DDR5-5600 SO-DIMM, Số khe ram: 2x SO-DIMM (Nâng cấp tối đa 32GB), Ổ cứng: 512GB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe, Nâng cấp tối đa 1TB), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250nits', 'Độ phủ màu NTSC 45%, SRGB 62.5%, Adobe 47.34%', 'Màn hình chống chói', 'Adaptive-Sync'], Pin: ['48WHrs, 3S1P, 3-cell Li-ion', 'Sạc lại từ 0-50% trong 30 phút'], Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng), Cổng giao tiếp: ['1x RJ45 LAN ', ' 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort', ' 3x USB 3.2 Gen 1 Type-A', ' 1x HDMI 2.1 TMDS', '1x Giắc cắm âm thanh kết hợp 3.5 mm']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506ncr-hn047w.html
 Laptop ASUS TUF Gaming A15 FA507NV-LP061W ,28990000.0,"Loại card đồ họa: NVIDIA® GeForce RTX™ 4060, Dung lượng RAM: 16GB, Loại RAM: DDR5-4800, Số khe ram: 2 khe SO-DIMM (Nâng cấp tối đa 32GB), Ổ cứng: 1TB PCIe® 4.0 NVMe™ M.2 SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250nits ', ' Độ phủ màu: NTSC 72%, SRGB 62.50%, Adobe 75.35% ', ' Màn hình chống chói ', ' G-Sync'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: AMD Ryzen™ 7 7735HS (8 nhân/16 luồng, Bộ nhớ đệm 16MB L3, tăng tốc hiệu năng tối đa lên tới 4.7 GHz), Cổng giao tiếp: ['1x Cổng LAN RJ45', '1x Cổng USB Type C hỗ trợ DisplayPort™', '1x Cổng USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort™ / sạc điện / G-SYNC', '2x Cổng USB 3.2 Gen 1 Type-A']",https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp061w.html
 Laptop Lenovo Yoga Pro 7 14IMH9 83E2005DVN ,43490000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4050 6GB GDDR6, NPU: Intel AI Boost, up to 11 TOPS, Dung lượng RAM: 32GB, Loại RAM: LPDDR5x-7467 Onboard, Số khe ram: Onboard không hỗ trợ nâng cấp, Ổ cứng: 1TB SSD M.2 2242 PCIe 4.0x4 NVMe (một ổ đĩa tối đa 1TB), Kích thước màn hình: 14.5 inches, Công nghệ màn hình: ['Độ sáng 400nits Glossy', ' Độ phủ màu 100% P3', ' Eyesafe', ' Dolby Vision', ' DisplayHDR True Black 500'], Pin: 73Wh, 140W USB-C Slim (3-pin), Hệ điều hành: ['Windows 11 Home Single Language, English', 'Office Home & Student 2021'], Độ phân giải màn hình: 2880 x 1800 pixels, Loại CPU: Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB, Cổng giao tiếp: ['1x USB-A (5Gbps / USB 3.2 Gen 1)', ' 1x USB-C (10Gbps / USB 3.2 Gen 2)', ' 1x USB-C (Thunderbolt 4 / USB4 40Gbps)', ' 1x HDMI 2.1, up to 4K/60Hz', ' 1x Headphone / microphone combo jack (3.5mm)']",https://cellphones.com.vn/laptop-lenovo-yoga-pro-7-14imh9-83e2005dvn.html
 Laptop Lenovo LOQ 15IRX9 83DV00UGVN ,30490000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W, 194 AI TOPS, Dung lượng RAM: 24GB, Loại RAM: DDR5-4800, Số khe ram: 2x 12GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 32GB DDR5-4800), Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB), Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 300nits', 'Màn hình chống chói', 'Độ phủ màu 100% sRGB', ' G-SYNC'], Pin: 60Wh, 170W Slim Tip (3-pin), Hệ điều hành: Windows 11 Home Single Language, English, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB, Cổng giao tiếp: ['3x USB-A (USB 5Gbps / USB 3.2 Gen 1)', ' 1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4', ' 1x HDMI 2.1, up to 8K/60Hz', ' 1x Headphone / microphone combo jack (3.5mm)', ' 1x Ethernet (RJ-45)', ' 1x Đầu nối nguồn']",https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv00ugvn.html
 Laptop Lenovo Ideapad 5 14ABA7 82SE007EVN ,17490000.0,"Loại card đồ họa: AMD Radeon tích hợp, Dung lượng RAM: 16GB, Loại RAM: DDR4-3200, Số khe ram: Onboard, Ổ cứng: ['512GB SSD M.2 2242 PCIe 4.0x4 NVMe', 'Có thể tháo ra nâng cấp tối đa 1TB'], Kích thước màn hình: 14 inches, Công nghệ màn hình: IPS 300nits Chống chói, 45% NTSC, Pin: 3 Cell 56,5Wh, Hệ điều hành: Windows 11 Home 64 Single Language, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Cổng giao tiếp: ['1x USB 3.2 thế hệ 1', '1x USB 3.2 thế hệ 1 (Luôn bật)', '2x USB-C 3.2 Thế hệ 1 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)', '1x HDMI 1.4b', '1x đầu đọc thẻ', '1 x giắc cắm kết hợp tai nghe / micrô (3,5 mm)']",https://cellphones.com.vn/laptop-lenovo-ideapad-5-14aba7-82se007evn.html
 Laptop ASUS  VivoBook S 16 OLED S5606MA-MX051W  ,26890000.0,"Loại card đồ họa: Intel Arc Graphics, Dung lượng RAM: 16GB, Loại RAM: LPDDR5X Onboard, Ổ cứng: 512GB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Độ sáng tối đa 600nits HDR', 'Gam màu 100% DCI-P3', 'Tỷ lệ tương phản 1.000.000:1', 'Ánh sáng xanh ít gây hại hơn 70%', 'TÜV Rheinland-certified', '1.07 tỷ màu'], Pin: 75WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 3200 x 2000 pixel (WQHD+), Loại CPU: Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng), Cổng giao tiếp: ['2x USB 3.2 Gen 1 Type-A', '2x Thunderbolt™ 4 supports display / power delivery', '1x HDMI 2.1 TMDS', '1x 3.5mm Combo Audio Jack', 'Đầu đọc thẻ Micro SD']",https://cellphones.com.vn/laptop-asus-vivobook-s-16-oled-s5606ma-mx051w.html
 Laptop ASUS ExpertBook B1 B1502CBA-NJ1261W  ,9490000.0,"Loại card đồ họa: Intel UHD Graphics, Dung lượng RAM: 8GB, Loại RAM: DDR4 Onboard, Ổ cứng: 256GB M.2 NVMe PCIe 4.0 SSD, Kích thước màn hình: 15.6 inches, Công nghệ màn hình: ['Độ sáng 250nits', ' Độ phủ màu 45% NTSC ', ' Màn hình chống chói'], Pin: 42WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1080 pixels (FullHD), Loại CPU: Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi), Cổng giao tiếp: ['1x USB 2.0 Type-A', '1x USB 3.2 Gen 1 Type-A', '1x USB 3.2 Gen 1 Type-C (Hỗ trợ sạc)', '1x USB 3.2 Gen 2 Type-C (Display / Sạc)', '1x HDMI 1.4', '1x 3.5mm Combo Audio Jack', '1x RJ45 Gigabit Ethernet']",https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cba-nj1261w.html
 Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ118W ,22890000.0,"Loại card đồ họa: Intel UHD Graphics, Dung lượng RAM: 16GB, Loại RAM: DDR4, Số khe ram: 2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM), Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD, Kích thước màn hình: 14 inches, Công nghệ màn hình: ['Tần số quét 60 Hz ', ' Độ sáng 300nits ', ' Độ phủ màu 45% NTSC ', 'TÜV Rheinland-certified'], Pin: 50WHrs, 3S1P, 3-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA), Loại CPU: Intel Core I9-13900H 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 lõi / 20 luồng), Cổng giao tiếp: ['1x USB 2.0 Type-A', ' 1x USB 3.2 Gen 2 Type-A', ' 1x USB 3.2 Gen 2 Type-C (Display / Sạc)', ' 1x\xa0HDMI\xa02.1 TMDS', ' 1x 3.5mm Combo Audio Jack', ' 1x DC-in']",https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz118w.html
 Laptop ASUS ROG Strix G16 G614JV-N4156W ,36990000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4060 8GB GDDR6, Dung lượng RAM: 16GB, Loại RAM: DDR5-4800 SO-DIMM, Số khe ram: 2 khe cắm SO-DIMM (1 khe trống nâng cấp tối đa 32GB), Ổ cứng: 512GB PCIe 4.0 NVMe M.2 SSD (1 thanh trống hỗ trợ nâng cấp lên đến 2TB), Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Độ sáng 500 nits', 'Độ phủ màu 100% DCI-P3', 'Màn hình chống chói', 'G-Sync', ' ROG Nebula Display', ' Dolby Vision HDR'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: 2560x1600 pixel (QHD+), Loại CPU: Intel Core i7-13650HX 2.6 GHz 24M Cache, up to 4.9 GHz, 14 lõi (6 P-cores and 8 E-cores), Cổng giao tiếp: ['1x RJ45 LAN ', '  1x Thunderbolt 4 hỗ trợ DisplayPort', '  1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)', '  2x USB 3.2 Gen 2 Type-A', '  1x HDMI 2.1 FRL', '  1x 3.5mm Combo Audio Jack']",https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jv-n4156w.html
 Laptop ASUS ROG Strix G16 G614JU-N3135W ,29490000.0,"Loại card đồ họa: NVIDIA GeForce RTX 4050 6GB GDDR6, Dung lượng RAM: 8GB, Loại RAM: DDR5-4800 SO-DIMM, Số khe ram: 2 khe SO-DIMM (Nâng cấp tối đa 32GB), Ổ cứng: ['512GB PCIe 4.0 NVMe M.2 SSD ', 'Hỗ trợ SSD M.2 SSD PCIe 512GB/1TB/2TB G4x4', ' Khe cắm mở rộng (bao gồm cả đã sử dụng):', ' 2x DDR5 SO-DIMM ', ' 2x PCIe'], Kích thước màn hình: 16 inches, Công nghệ màn hình: ['Tần số quét 165Hz ', ' Thời gian phản hồi 7ms', ' Độ sáng 250nits', ' Độ phủ màu 100% SRGB %', ' Màn hình chống chói', ' G-Sync', ' Dolby Vision HDR'], Pin: 90WHrs, 4S1P, 4-cell Li-ion, Hệ điều hành: Windows 11 Home, Độ phân giải màn hình: [], Loại CPU: Intel Core i5-13450HX Gen 13 (2.4 GHz, 20M Cache, up to 4.6 GHz, 10 lõi: 6 P / 4 E), Cổng giao tiếp: ['1x RJ45 LAN', ' 1x Thunderbolt 4 (DisplayPort) ', ' 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) ', ' 2x USB 3.2 Gen 2 Type-A ', ' 1x HDMI 2.1 FRL ', ' 1x\xa03.5mm\xa0Combo\xa0Audio\xa0Jack']",https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n3135w.html
